,ID,d0fc,d1fc,d4fc
107,GO:0043254,1.0552648832414044,1.2544850018837141,2.4540769204792037
108,GO:0050851,1.067627295196704,1.3644139899978411,2.805462791243144
109,GO:0001667,1.2516492315723327,1.5487610712670012,6.362895661473097
110,GO:0002263,1.0803607006032516,1.3644654502905158,3.635169691502866
111,GO:0045580,1.068395716379313,1.4220116496398398,4.457929592748431
112,GO:1901342,1.0665028185034857,1.354163820088425,3.3560438714302325
113,GO:0002698,1.019019177703813,1.3895707714128125,3.807235401775794
114,GO:0071675,1.1113029431323511,1.508804284215514,5.521731647829174
115,GO:0030100,1.1246043982073346,1.3952107753960126,3.998908570753938
116,GO:1905517,1.056752054052765,1.3828078947882325,5.233991506243176
117,GO:0000302,1.2670850224238965,1.6525807423273984,6.702691474374778
118,GO:0032640,1.0701878076924052,1.3384809541525529,3.744921078286009
119,GO:0071706,1.0701878076924052,1.3384809541525529,3.744921078286009
120,GO:0019058,1.113998223509376,1.3191452623422462,2.845913495924287
121,GO:0030522,1.0852947952430614,1.2721237927355031,2.2521169913879153
122,GO:0002456,1.0579238397900201,1.3979592018310076,3.03624612634256
123,GO:0062207,1.1184665739512283,1.3120080028322074,2.8990499491502777
124,GO:0002366,1.079729482429283,1.359977168942314,3.6348860328175383
125,GO:0002695,1.0324562872579701,1.3848874249971181,5.179102818983312
126,GO:0045765,1.0690539057785247,1.3671046781457596,3.408825951127026
127,GO:0070663,1.0415822052474726,1.2828832885189851,3.2341753474481765
128,GO:0010959,1.1895116827423116,1.5427865326287877,6.77083087664171
129,GO:0042060,1.1355623663795333,1.2773009505597241,4.058409348106243
130,GO:0032680,1.070023874426339,1.3455293669579362,3.835924157106496
131,GO:0051047,1.2985623884535098,1.309381685563587,4.897565322072625
132,GO:1903555,1.070023874426339,1.3455293669579362,3.835924157106496
133,GO:0034599,1.237285826036732,1.6866737737499713,6.650067193285398
134,GO:1903034,1.1927568590805777,1.2460081412280473,4.053908003453015
135,GO:1903038,1.0642725321152797,1.3698491313485868,5.242172217766629
136,GO:0002367,1.0597788048819112,1.42628434311531,4.207148247374323
137,GO:0010632,1.2316257513219646,1.6159994587981854,6.842240615775548
138,GO:0002703,1.0736956432404219,1.3963817326924708,4.999097783537143
139,GO:0042129,1.0338116444580772,1.2542625445918474,3.1569154206800656
140,GO:0072593,1.2509704162848942,1.6510416482515724,6.570599211145001
141,GO:0070231,1.0993249607651667,1.4280086201421436,2.4726937133219553
142,GO:0043542,1.3665556761607884,1.682456698221908,8.11237591853725
143,GO:0031589,1.0608555731395386,1.2835357279874857,2.8223724065462994
144,GO:0050688,1.1039364173800068,1.2331812567948786,2.2472506141696664
145,GO:0010634,1.2556009703600954,1.7281294139885839,7.458668059384997
146,GO:0032970,1.1538720874723911,1.358400023385442,3.868943919607625
147,GO:0062197,1.2245292518434219,1.63901449708779,6.244024467435978
148,GO:1902107,1.0663338385756291,1.3968987350475015,4.127167340091829
149,GO:1903708,1.0663338385756291,1.3968987350475015,4.127167340091829
150,GO:0050764,1.184850822578676,1.4954976761544234,4.6806586644697825
151,GO:0048771,1.1509755605354726,1.3314077396665114,4.70444621334204
152,GO:0010001,1.256983879185199,1.3323878937766147,3.7500017362018316
153,GO:0002718,1.0582756862078302,1.4237392984554038,4.312882165614794
154,GO:0070227,1.0975694000626979,1.415896453420866,2.4723167707910343
155,GO:2001235,1.4916354341701705,1.4360513829007342,4.714014476384722
156,GO:0140747,1.112944719281297,1.2576215647461149,2.0950842901563083
157,GO:0022411,1.0742418032006367,1.2975503576048424,2.342547962862472
158,GO:0007249,1.3223137086344363,1.518865362350169,17.40006488712088
159,GO:0043523,1.2158857190043304,1.5554541358760934,5.883955311873914
160,GO:0030316,1.056364500554386,1.2467763067113118,2.9901061981321972
161,GO:1903036,1.2651513710733964,1.288628381344014,3.8265784914284375
162,GO:0045766,1.0594793476310005,1.4563322385997066,3.230017865206529
163,GO:1904018,1.0594793476310005,1.4563322385997066,3.230017865206529
164,GO:0050670,1.0322827988200542,1.265803443782039,3.2405374795886845
165,GO:0050868,1.0558988455235978,1.32429104962464,4.954941732086795
166,GO:0043491,1.0759470923211838,1.2779965133680293,4.990365150305524
167,GO:0071677,1.1209376118878143,1.4280994871661787,4.440912035345683
168,GO:0022408,1.0844530362876497,1.3418692060738349,5.483144237610391
169,GO:0032944,1.0322827988200542,1.265803443782039,3.2405374795886845
170,GO:0007160,1.0716692335907037,1.2803844373538047,2.879838063737693
171,GO:0050687,1.0786815116945208,1.24171430329944,2.3568748070959846
172,GO:0044403,1.0554225107862576,1.2878183139934432,2.680792402166328
173,GO:0001776,1.126745819764193,1.4797450058159491,4.202872874832622
174,GO:0050852,1.0339784248785715,1.2781994467851823,2.592256834999178
175,GO:0032956,1.08363366225186,1.338418284276974,3.859145634377453
176,GO:0051924,1.0893294025081668,1.366702850801583,4.5824596585641215
177,GO:0032963,1.1321253031426073,1.478542303862776,4.498816790445982
178,GO:0046634,1.0600923968492928,1.4141458609558288,4.193364261804403
179,GO:0019079,1.1809660689532167,1.4100921051150512,3.1983754130121422
180,GO:0002753,1.0928935079722486,1.2805753707062952,2.3882785037055303
181,GO:0050728,1.1431141495967747,1.366864854831949,3.7089654367073237
182,GO:2000628,1.126137537141756,1.2540338963825,2.0611203092784827
183,GO:0002690,1.1905202668482266,1.4843566197393228,8.028184036935198
184,GO:0051250,1.0600288280041867,1.3292992852488053,5.593109654473519
185,GO:0002761,1.0648547398417434,1.2416054997815589,2.865571080544939
186,GO:0033002,1.092763584148422,1.4397680869952216,3.5220697062381223
187,GO:0001909,1.0391328220628413,1.2573084825916694,4.328214796411004
188,GO:0039531,1.0673340368828408,1.2090574477928313,2.2468887491151452
189,GO:0051090,1.160253014425059,1.2461708640174185,2.72368372208585
190,GO:0051098,1.097413192146976,1.39901559219491,3.8477879773789523
191,GO:0071887,1.107028859302357,1.465892022935496,3.0994265730080817
192,GO:0035710,1.1020498983478226,1.4187178046201347,4.6730054681489825
193,GO:0051222,1.0529224460815922,1.1878351141587056,2.4107660987160857
194,GO:0031400,1.0517731592189297,1.3230812877684246,3.185569020869281
195,GO:1904375,1.1605215395148794,1.1905860967671154,2.7254092990483367
196,GO:0001666,1.184284029600397,1.3424489257461867,3.2356759415974117
197,GO:0043525,1.346697608791331,1.7310322014716566,8.174501268996838
198,GO:0045639,1.1242999205603357,1.4388751940227689,3.3042935400718147
199,GO:0048002,1.0587938850363003,1.265135225320946,2.5518868544008786
200,GO:0032635,1.1039339756820183,1.3470794456270232,3.558499654986586
201,GO:0010721,1.0651301713346353,1.2784860402765343,3.226236151042212
202,GO:0042113,1.0801131839523106,1.3260436272381493,3.2856024530892465
203,GO:0002861,1.117981454335695,1.26186441292862,2.6871106301967305
204,GO:0043467,1.1858721935491146,1.2847825709710932,2.161183316291907
205,GO:1903532,1.1051703954371417,1.2218929902022861,3.778091531979348
206,GO:0090303,1.2743871717203459,1.2764659751722305,3.9616000777150573
207,GO:1901522,1.1226423973561885,1.4616308695599975,2.032673074592602
208,GO:1904951,1.0529224460815922,1.1878351141587056,2.4107660987160857
209,GO:0002548,1.1207579407594581,1.6076677050791917,5.05654071282876
210,GO:0050856,0.9942683002570514,1.1387161479112307,2.857330494368405
211,GO:0039532,1.0432817398538117,1.1916739511948857,2.189466431929886
212,GO:1902106,1.035242796966692,1.3748150163249062,3.8264656182347485
213,GO:0002523,1.8892427097022766,1.4183765972272893,5.9908716970051845
214,GO:0050854,0.9861610232601602,1.175252960124225,2.9923080074626514
215,GO:0046635,1.0657017050709752,1.4409247565769063,4.533692825026419
216,GO:0002702,1.0763861379503714,1.393328764239498,4.223214434174485
217,GO:0045862,1.3340518966683106,1.3719705660711587,4.119962954168443
218,GO:0038061,1.1143421482653364,1.2739246105429218,2.1309436810858857
219,GO:0010586,1.126137537141756,1.2540338963825,2.0611203092784827
220,GO:0032602,1.1631958153031365,1.4004170462541918,3.7634556250053564
221,GO:0032675,1.1058279487696574,1.3568678931512432,3.666289856982261
222,GO:2001234,1.0729291177868594,1.3525149065343016,3.157072035465998
223,GO:0019882,1.0469512693666934,1.277188311249601,2.6072291986845633
224,GO:0048144,1.0870505078689792,1.3583390037261691,3.3336284198173667
225,GO:1903707,1.035242796966692,1.3748150163249062,3.8264656182347485
226,GO:0002822,1.1058943129464671,1.362787510601803,4.702329395812259
227,GO:0002532,1.1517194834300848,1.3086783805617406,2.813980409087439
228,GO:0031647,1.060588399454275,1.2113703115998227,2.23818000889241
229,GO:0032872,1.023475855800607,1.2549472636702155,2.519390001311004
230,GO:0045807,1.0866783472551689,1.360480894992751,3.5302189168004734
231,GO:0002752,1.1164590656205002,1.4508240251003324,3.497498711555481
232,GO:0061756,1.0983941248899334,1.453344815954385,4.652921261703936
233,GO:0031098,1.0449477418255113,1.2486397653441828,2.455571369367599
234,GO:0043029,1.0958538077904008,1.392739919496712,4.803508133089496
235,GO:0034612,1.1497753813331257,1.4346451918617051,3.9682150974199866
236,GO:0070302,1.023475855800607,1.2549472636702155,2.519390001311004
237,GO:0018108,1.1162891059968938,1.3656839932358247,5.0137089514571125
238,GO:0052547,1.2977045242516096,1.4207967423679073,4.554951052730671
239,GO:0036293,1.184284029600397,1.3424489257461867,3.2356759415974117
240,GO:0018212,1.1162891059968938,1.3656839932358247,5.0137089514571125
241,GO:0051896,1.0634335134568202,1.209100781245874,4.054940903513983
242,GO:2001244,1.6839060541444608,1.4730367382411012,5.2476566733100665
243,GO:0052548,1.3146972764628693,1.428597653223097,4.551703320149925
244,GO:0030183,1.1006551416858392,1.263006255156269,2.9627434986810486
245,GO:0045730,1.1900835357280783,1.2514725909708329,3.7758083066057164
246,GO:0050767,1.0824268126689363,1.3115125279946023,3.286316907268908
247,GO:1902893,1.1291105803342036,1.292323541135805,2.174310158686607
248,GO:0031346,1.339215230976675,1.524626050202249,6.732692076050326
249,GO:1902903,1.05993209190848,1.2685114287638637,3.0150833307571707
250,GO:0050714,1.077643226356287,1.1431082577724339,2.4967077809247398
251,GO:0043122,1.0696938999220615,1.2255620625880457,2.507452084313973
252,GO:0042593,1.1643369857743817,1.2505839690999672,3.0993399788191938
253,GO:0001913,1.0330983046673898,1.336559865713378,2.649276138100272
254,GO:0061614,1.1291105803342036,1.292323541135805,2.174310158686607
255,GO:0046632,1.1018771535166434,1.4158597535596766,4.531308567832943
256,GO:0002260,1.1013814900869843,1.418647932250545,4.391491531489172
257,GO:0006816,1.0842800017439733,1.357531545037459,4.241037520911037
258,GO:0002709,1.085490793119579,1.4006112030993423,3.200662091424983
259,GO:0032642,1.1450743352023809,1.4226354154286323,3.9242466518151278
260,GO:0033500,1.1643369857743817,1.2505839690999672,3.0993399788191938
261,GO:0042692,1.1159001050601325,1.3686470963735353,4.394245228874857
262,GO:0002819,1.1058943129464671,1.362787510601803,4.702329395812259
263,GO:0051403,1.0443258114012932,1.246982318298896,2.4723779054869666
264,GO:0051897,1.0669867001629494,1.244857854516755,4.511514738127669
265,GO:0045621,1.0691060389427622,1.4249819007232567,4.635473646114185
266,GO:0098781,1.112944719281297,1.2576215647461149,2.0950842901563083
267,GO:0010952,1.3986136570075367,1.4352589761246612,4.812833466878303
268,GO:0048660,1.0737184539882625,1.4732722359698442,3.6639518960497326
269,GO:0045123,1.1178397083394378,1.4474027589031548,4.914495670860546
270,GO:1903076,1.183105065658811,1.2114263006203336,2.91393993792068
271,GO:0090594,1.061901469259885,1.3336074217410787,3.7399540913165152
272,GO:2000377,1.325626653484547,1.7086335997569164,8.048574970754744
273,GO:0001894,1.012996931092984,1.2826368739108482,3.8199002741454264
274,GO:0060249,1.012996931092984,1.2826368739108482,3.8199002741454264
275,GO:0034614,1.3405357270234,1.7734511437103535,8.699919073002016
276,GO:0072659,1.1360174256710405,1.1957850189476158,2.67585412736811
277,GO:0009743,1.1077862246098886,1.2767748197979396,2.2827167511732456
278,GO:1901653,1.1727535202529675,1.4250048714343277,4.061680645227017
279,GO:0002220,1.1164590656205002,1.4508240251003324,3.497498711555481
280,GO:0009895,1.1464872118163252,1.3230651784662626,3.105361674418473
281,GO:1901222,1.0593159387056523,1.213025301866358,2.077523573826683
282,GO:0043534,1.0976617465398932,1.404363159411216,4.343504189735584
283,GO:0045582,1.0686291589691588,1.3979239337573768,4.686846724379387
284,GO:0010810,1.0321465884656695,1.255009871913452,2.629438248739771
285,GO:0001935,1.1601395300656756,1.4838580904614262,5.671060297422873
286,GO:0048659,1.0737184539882625,1.4732722359698442,3.6639518960497326
287,GO:0002520,1.043407890807369,1.1777414278191616,2.1266648490584905
288,GO:0070482,1.1753074576201663,1.322850941032474,3.1739629292258114
289,GO:0061041,1.2428856495224108,1.3125996737619043,4.2684211263551735
290,GO:0002706,1.102335014124762,1.3395732736414403,4.947795425513117
291,GO:0070228,1.1596254891723419,1.474405796091583,2.405560016695938
292,GO:0045646,1.1831203412265388,1.4765953225701358,3.4708891864062545
293,GO:0010594,1.2866028789541557,1.744378742719873,8.519011500229398
294,GO:0140895,1.1417443222074382,1.5209360160957437,3.498354993406315
295,GO:0010563,1.053057246718077,1.315000887656778,3.1431365633985173
296,GO:0045936,1.053057246718077,1.315000887656778,3.1431365633985173
297,GO:1902745,1.0796448202940963,1.1561260706702425,2.5941502398350833
298,GO:0034976,1.1793942967594235,1.3096375249659866,3.536049220623967
299,GO:0030307,1.0669589262748318,1.2506016554039872,3.538182716410723
300,GO:0050708,1.0858342142830668,1.1975378771271048,2.804852740561926
301,GO:2000116,1.384641745842474,1.4377871017372577,4.674258832935749
302,GO:0043281,1.4035362258990765,1.4214751945282555,4.624064512684492
303,GO:1905475,1.147563874979047,1.2184637899161543,2.8178630461437164
304,GO:0031333,1.0201691265606772,1.1807235309496218,1.976485476436393
305,GO:1990778,1.1324627737095903,1.1870831428522721,2.596298192707467
306,GO:0010595,1.3293235645117358,1.9514977443156714,9.556804344332834
307,GO:1904062,1.2426131993441512,1.6098631873556513,7.853743444176184
308,GO:1902175,1.1078452419431433,1.1968499835545146,3.1525282534706207
309,GO:1902895,1.1591373417289448,1.3722132213406908,2.39142913986432
310,GO:0050766,1.1214240516538871,1.4218946625628819,3.6160343376500945
311,GO:0071356,1.1320844943588066,1.4447578522742441,4.1660801892263715
312,GO:0051235,1.0810772055495081,1.2678322318285158,3.42342829994022
313,GO:0031334,1.0609724008996844,1.2705137465027085,2.53415423285925
314,GO:0043470,1.2359046063891552,1.305301767317527,1.9680708085905032
315,GO:0042542,1.3854326108747788,1.9291506938761025,10.52685767537959
316,GO:0097581,1.075783327814091,1.2304611939680987,3.1608926708894116
317,GO:0030282,1.087567752718304,1.485754410912905,6.185961628594437
318,GO:0008630,1.2500383311904562,1.5881473183169195,3.5309099406407647
319,GO:0021782,1.4529516894802017,1.3868117718475241,4.765115483035559
320,GO:0031032,1.1865791826910295,1.2195936524226836,3.35442893773365
321,GO:0042102,1.0682544086781869,1.3577128891735781,2.8510772446975654
322,GO:0031099,1.0971584043864564,1.6207338022893178,4.925879149952244
323,GO:0002275,1.0880691863841987,1.3633763332789055,4.74591784663846
324,GO:0045576,1.1108769785463855,1.5073116060269043,5.345881434787818
325,GO:0030336,1.0710341511025732,1.4741902901683044,4.148607540485549
326,GO:0045648,1.2243952268711717,1.5950748560435317,3.886309288916444
327,GO:0002886,1.0001230518592055,1.4351137837600698,4.094714230198402
328,GO:0007009,1.3397339159496173,1.1687364889663043,3.7923653455762896
329,GO:0006110,1.2359701337606368,1.3006809201921987,1.9751990771391068
330,GO:0034142,1.1466467423573363,1.4898958628731085,2.603549440498792
331,GO:0001558,1.124087971750659,1.3973318043692888,4.0627919603762885
332,GO:2000630,1.1591373417289448,1.3722132213406908,2.39142913986432
333,GO:0002285,1.0622175220264332,1.3790619790640593,2.951994263379619
334,GO:0043393,1.1112541867114836,1.4249936659113946,4.6679540514123286
335,GO:2000106,1.1670667607327505,1.53619077688853,3.2472694824932575
336,GO:0045216,1.0473149229888836,1.2131636170634397,2.618753140789874
337,GO:0043367,1.109492392945667,1.4763709927989375,5.1996587293994825
338,GO:0045638,1.0820117277487789,1.3038969383996237,3.0857126166130495
339,GO:0045927,1.066649995461561,1.2887892318832967,3.4591586884118506
340,GO:0070665,1.0783256148527374,1.3981446578329901,3.0893345765098212
341,GO:0010592,1.088464147919948,1.1650944208462004,2.609668555468439
342,GO:0007229,1.0508057205308707,1.2348415925840768,4.53470694969193
343,GO:2000146,1.0710341511025732,1.4741902901683044,4.148607540485549
344,GO:0043434,1.1643021377061684,1.4184745117191182,4.12244244228967
345,GO:0050769,1.0779814658535858,1.356320984966352,3.6376931913559276
346,GO:0002437,1.117981454335695,1.26186441292862,2.6871106301967305
347,GO:0002704,0.9654900090675498,1.404399792812425,4.0362064528431825
348,GO:2001185,0.9835852711415272,1.4131166711474474,2.897017576179134
349,GO:0009306,1.0844384364146085,1.203496801548472,2.8000738486790997
350,GO:1903409,1.4070375322631936,1.9600623047282228,11.892000654756513
351,GO:0035592,1.0844384364146085,1.203496801548472,2.8000738486790997
352,GO:0048145,1.0953808359026354,1.3550163039020724,2.9728438501427585
353,GO:0048534,1.051193364038321,1.1403682515622922,1.9877565999916742
354,GO:0002444,1.0018695861413778,1.4546529628084697,4.048261908805641
355,GO:0006096,1.2119253754097528,1.285745855741616,2.0397704895532143
356,GO:0009749,1.0990897254615581,1.2575362979796176,2.2756827202896077
357,GO:0007015,1.042582945521934,1.3145209597655492,3.207668187188884
358,GO:0016064,1.0942686913102713,1.4430701327623077,5.120745830901137
359,GO:0016236,1.0920730650487878,1.262333066469837,2.1148668459104076
360,GO:0034329,1.0534733411798773,1.2227769642601927,2.450674286518817
361,GO:0034504,1.0856249182225302,1.3100575115984618,2.207228939674211
362,GO:0009746,1.0990897254615581,1.2575362979796176,2.2756827202896077
363,GO:0071692,1.0844384364146085,1.203496801548472,2.8000738486790997
364,GO:0034284,1.0990897254615581,1.2575362979796176,2.2756827202896077
365,GO:0002639,1.0614915024293274,1.3995041678065188,2.869021532655247
366,GO:0019724,1.0942686913102713,1.4430701327623077,5.120745830901137
367,GO:0050671,1.063391739517,1.3684592775737556,3.0043289212670037
368,GO:1903900,1.182464846407074,1.4301107121494785,3.359761992031284
369,GO:0007178,1.1050089306498028,1.4677213942420455,5.006085129224105
370,GO:0060348,1.0362953148033975,1.3895866003050679,4.676805701222116
371,GO:0050830,1.1253906701310439,1.3881974364691836,5.548064000379896
372,GO:0031214,1.0991539753528805,1.43715847642741,5.833049179025378
373,GO:1904037,1.0525955745538065,1.508004812940071,3.528601057356689
374,GO:0002824,1.1391858515449298,1.3900899744270276,4.426709752858931
375,GO:0032946,1.063391739517,1.3684592775737556,3.0043289212670037
376,GO:0032535,1.0254650512421315,1.2919293963463265,2.711512594007805
377,GO:0030324,1.1045968355266516,1.465471483814932,5.94695691460475
378,GO:0032495,1.0625172579413293,1.4641569415665299,2.4778946321956954
379,GO:0035994,1.38472231890442,1.40825912003626,2.9034886868516936
380,GO:0050792,1.1593224451928794,1.400824434518911,3.396264148548014
381,GO:0097696,1.0826533200129327,1.5341052265489559,3.157150049057385
382,GO:1905521,1.052109372184123,1.4185082432175953,6.720525476952017
383,GO:0034765,1.21674956968695,1.567061940681551,7.435859985587142
384,GO:0048732,1.1110876338493305,1.445071193824231,3.305246419077918
385,GO:1901888,1.0583725287975463,1.2308297401063695,2.490964925709744
386,GO:0002711,1.1434530360750204,1.4026321792509369,2.6993119104778778
387,GO:0002705,1.149374083600789,1.3785479696867475,4.3081144599515016
388,GO:0072678,1.0835620296921489,1.5219360739570829,4.4540757729959894
389,GO:0051146,1.13954772989842,1.3634533429177518,3.4528410485269454
390,GO:0032479,1.1228551164027427,1.2648085412689376,2.4642575795352806
391,GO:0002708,1.1641192693347566,1.4049882125090076,4.5611474067660565
392,GO:0030323,1.1045968355266516,1.465471483814932,5.94695691460475
393,GO:0072676,1.1163462908514372,1.5850550324963015,5.424121590201788
394,GO:0032984,1.0102912048675412,1.2489312283716034,2.057396019915953
395,GO:0021537,1.0740278240389216,1.3217974141318893,3.883728896496777
396,GO:0002369,1.078445050995625,1.3921458354615415,3.6006311750927593
397,GO:0070232,1.160737274404725,1.4710326763803996,2.3542051232459915
398,GO:1903426,1.4527299322118061,2.059440500306904,13.01216713960506
