"","target_id","ext_gene","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"1","ENSMUSG00000058427","Cxcl2",4,20.7861246346424,1.71124866367323e-11,2.72242549903774e-07
"2","ENSMUSG00000026822","Lcn2",4,12.194169221667,2.82863565335294e-09,2.2500382304596e-05
"3","ENSMUSG00000003617","Cp",9,29.001610005021,5.16777447604371e-09,2.74047080464598e-05
"4","ENSMUSG00000020077","Srgn",2,13.1996906457679,1.49189422991087e-07,0.000593363632591303
"5","ENSMUSG00000030717","Nupr1",3,13.6065900599435,3.15164868955159e-07,0.00100279158004153
"6","ENSMUSG00000061723","Tnnt3",16,71.3342409257184,4.59147809964865e-07,0.00121743041812184
"7","ENSMUSG00000027360","Hdc",2,9.77262030777758,5.62957771862453e-07,0.00127944217036568
"8","ENSMUSG00000027737","Slc7a11",3,12.1418982342755,1.05484125025979e-06,0.00186460771670922
"9","ENSMUSG00000027398","Il1b",2,9.73614867207151,1.01146362123391e-06,0.00186460771670922
"10","ENSMUSG00000024048","Myl12a",6,24.4761513862611,2.54646882709118e-06,0.00380093080386332
"11","ENSMUSG00000029379","Cxcl3",2,8.16057158951031,2.62808717345506e-06,0.00380093080386332
"12","ENSMUSG00000040026","Saa3",2,11.623070855185,2.96940040969289e-06,0.00393668259315035
"13","ENSMUSG00000029380","Cxcl1",2,13.2455801137071,3.74779970887922e-06,0.00458644196681226
"14","ENSMUSG00000022555","Dgat1",6,20.2873494942103,4.3120939824976e-06,0.00490007879768245
"15","ENSMUSG00000032484","Ngp",1,2.50312868499971,4.69405061906872e-06,0.00497851008658429
"16","ENSMUSG00000051439","Cd14",2,10.1634716976629,1.26103112620794e-05,0.0125385901167763
"17","ENSMUSG00000022651","Retnlg",1,5.40257483218641,1.82399964830642e-05,0.0170694178852393
"18","ENSMUSG00000045392","Olfr1033",1,8.32098742950649,2.07366746518854e-05,0.0183277642798247
"19","ENSMUSG00000000182","Fgf23",1,3.8125427021325,2.75211385539662e-05,0.0230438838555289
"20","ENSMUSG00000035109","Shc4",2,2.98341017953584,2.94712317418497e-05,0.0234428912890544
"21","ENSMUSG00000042265","Trem1",2,6.32905131397484,3.40702687336523e-05,0.0258106621563654
"22","ENSMUSG00000033107","Rnf125",2,8.82867234285784,4.19195007943156e-05,0.030313515369853
"23","ENSMUSG00000004609","Cd33",3,10.7676403762171,4.43764062330691e-05,0.0306949672505172
"24","ENSMUSG00000042677","Zc3h12a",2,9.52264313434972,4.96235837298018e-05,0.0328942330648923
"25","ENSMUSG00000038059","Smim3",2,8.31895312780256,5.1847195611246e-05,0.0329934813991725
"26","ENSMUSG00000006818","Sod2",6,27.1499093380817,8.70709780231526e-05,0.0532773918988591
"27","ENSMUSG00000066363","Serpina3f",2,6.87833178450934,9.14303597986608e-05,0.0538727997791443
"28","ENSMUSG00000045502","Hcar2",1,5.76363472124314,0.000101608786083675,0.0577319349216137
"29","ENSMUSG00000026180","Cxcr2",2,7.40307557785409,0.000125775749033311,0.0689988410817568
"30","ENSMUSG00000016024","Lbp",4,16.9715632369007,0.000152268084326766,0.0807477651184841
"31","ENSMUSG00000028364","Tnc",3,16.4728146691996,0.000185359011681013,0.084253614766664
"32","ENSMUSG00000030069","Prok2",1,3.15701309460209,0.000172684675640444,0.084253614766664
"33","ENSMUSG00000001131","Timp1",2,11.3262986783143,0.000176838815372272,0.084253614766664
"34","ENSMUSG00000029371","Cxcl5",2,10.0316083074467,0.000173341942603586,0.084253614766664
"35","ENSMUSG00000000982","Ccl3",1,4.95854690705171,0.000181422787692888,0.084253614766664
"36","ENSMUSG00000030413","Pglyrp1",1,3.49251482775317,0.000193706211262609,0.0856020031938013
"37","ENSMUSG00000005800","Mmp8",1,4.79646820565733,0.000219735379253651,0.0944802742850361
"38","ENSMUSG00000049641","Vgll2",1,5.07768315361221,0.000242329637632672,0.101453215923636
"39","ENSMUSG00000045312","Lhfpl2",2,3.11137752577592,0.00026257222374872,0.10443153769046
"40","ENSMUSG00000040997","Abhd4",3,10.6653261343822,0.000256170724096615,0.10443153769046
"41","ENSMUSG00000117318","Gm18679",1,2.13064212315272,0.000273625509396527,0.106173371438765
"42","ENSMUSG00000024052","Lpin2",5,16.1190747336869,0.000292215725170881,0.11068714218437
